time_id,pred_RV,actual,QLIKE,MSE,stock_id,model
30128,0.028331273241116266,0.0084542679919526,-7.038530934572971,0.0003950953376752799,116,GARCH
30128,0.028331273241116266,0.0087526461439652,-7.032134502002175,0.00038332263900929796,116,GARCH
30128,0.028331273241116266,0.0055559049478391,-7.089120866426582,0.0005187174008944149,116,GARCH
30128,0.028331273241116266,0.0030346357234895,-7.116104941449962,0.000639919869698202,116,GARCH
19725,0.04288548733185491,0.0037786550361549,-6.290680169130031,0.0015293443322040056,116,GARCH
19725,0.04288548733185491,0.0030879427363954,-6.293258971726811,0.0015838445558275886,116,GARCH
19725,0.04288548733185491,0.0155315136016339,-6.167281954205273,0.0007482398788336213,116,GARCH
19725,0.04288548733185491,0.0024853273555969,-6.295085092947864,0.0016321729261072396,116,GARCH
3138,0.03951047967814378,0.0034557647080638,-6.454728627564908,0.0012999424715737092,116,GARCH
3138,0.03951047967814378,0.0083868018927238,-6.41732105657498,0.000968683318890645,116,GARCH
3138,0.03951047967814378,0.0005148523618119,-6.462208866688222,0.0015206589497942487,116,GARCH
3138,0.03951047967814378,9.570104811938587e-05,-6.462372801009974,0.0015535247744538274,116,GARCH
2956,0.03814438283244788,0.0065279661520762,-6.503465212601432,0.0009995978037068843,116,GARCH
2956,0.03814438283244788,0.0052362789752775,-6.5139090530467705,0.001082943299474312,116,GARCH
2956,0.03814438283244788,9.788911024980336e-05,-6.532746956383742,0.0014475356845532574,116,GARCH
2956,0.03814438283244788,0.0005191478908612,-6.532568308042168,0.001415658304409595,116,GARCH
13735,0.03779752685178118,0.0139785339121166,-6.414251437290261,0.0005673444246597911,116,GARCH
13735,0.03779752685178118,0.0037740497788439,-6.541053364714235,0.0011575969921326886,116,GARCH
13735,0.03779752685178118,0.0085609131759153,-6.499723677813422,0.0008547795792318277,116,GARCH
13735,0.03779752685178118,0.0093799927383543,-6.489437744843987,0.0008075562450877804,116,GARCH
27427,0.0351686379806653,0.0073222764422829,-6.65185191431384,0.0007754198509263027,116,GARCH
27427,0.0351686379806653,0.0037283653677893,-6.683962167560202,0.000988490741971961,116,GARCH
27427,0.0351686379806653,0.0010009094516384,-6.694391132157212,0.0011674336728332787,116,GARCH
27427,0.0351686379806653,0.0029280069906393,-6.68826952591731,0.0010394582866350248,116,GARCH
25148,0.02987294403850498,0.0062191005181361,-6.978263162376156,0.0005595043132860969,116,GARCH
25148,0.02987294403850498,0.0033684669762667,-7.008889408943492,0.0007024873043427151,116,GARCH
25148,0.02987294403850498,0.0037853908619032,-7.005547142784967,0.0006805604307420255,116,GARCH
25148,0.02987294403850498,0.0010383593513177,-7.020395978465633,0.0008314332740825751,116,GARCH
6144,0.027088437932314424,0.0027764212225551,-7.206791410602755,0.0005910741564956165,116,GARCH
6144,0.027088437932314424,0.0042563906973392,-7.192606916955286,0.0005213023809401397,116,GARCH
6144,0.027088437932314424,0.001308571202294,-7.214962971372235,0.000664601528617614,116,GARCH
6144,0.027088437932314424,0.0051483827904821,-7.1811744114051645,0.000481366019626643,116,GARCH
21307,0.02532983169747782,0.0020555180202507,-7.344959582315537,0.0005416936771459614,116,GARCH
21307,0.02532983169747782,0.0014424522145397,-7.348301983641721,0.0005706068985618931,116,GARCH
21307,0.02532983169747782,0.0006150437231458,-7.350955332485188,0.0006108207446161866,116,GARCH
21307,0.02532983169747782,0.0007839825381795,-7.35058695701592,0.000602498710951026,116,GARCH
6029,0.02459268286804328,0.0027395507237032,-7.398203361096003,0.0004775593845179896,116,GARCH
6029,0.02459268286804328,0.0025667531278408,-7.399719426690706,0.00048514158092033616,116,GARCH
6029,0.02459268286804328,0.0027388812748743,-7.398209425133005,0.0004775886440735951,116,GARCH
26595,0.02464828456325441,0.0036868631890118,-7.38372209926193,0.00043938118602855495,116,GARCH
26595,0.02464828456325441,0.0031912815562875,-7.38933274844768,0.0004604029780409871,116,GARCH
26595,0.02464828456325441,0.0030178069864687,-7.391105673078958,0.00046787756019982946,116,GARCH
26595,0.02464828456325441,0.002694716898875,-7.394143606589861,0.00048195913319448535,116,GARCH
7237,0.025672047783086915,0.0042302116149058,-7.297552944188298,0.00045975233826311973,116,GARCH
7237,0.025672047783086915,0.0024319452963305,-7.3157310171581855,0.0005401023635949417,116,GARCH
7237,0.025672047783086915,0.0013355059255234,-7.321998760943924,0.0005922672695849411,116,GARCH
7237,0.025672047783086915,0.0033700102436133,-7.307472800367078,0.0004973808784120903,116,GARCH
13196,0.02479024178768336,0.0040496014604607,-7.36792561491458,0.0004301741611832149,116,GARCH
13196,0.02479024178768336,0.0040346001187533,-7.368122950638219,0.0004307966610890259,116,GARCH
13196,0.02479024178768336,0.0015013898136039,-7.390942392219148,0.0005423706262705849,116,GARCH
13196,0.02479024178768336,0.0047434919641198,-7.357997401452349,0.0004018721784885456,116,GARCH
20271,0.02518844317617219,0.0053961454470378,-7.316845064881719,0.0003917350493986983,116,GARCH
20271,0.02518844317617219,0.0079665599092939,-7.262707976236685,0.00029659326325798247,116,GARCH
20271,0.02518844317617219,0.0024281143534454,-7.353447422270484,0.0005180325681186478,116,GARCH
20271,0.02518844317617219,0.0009912487672215,-7.361191304061184,0.0005855042172645546,116,GARCH
