time_id,pred_RV,actual_RV,rv_d,rv_w,rv_m,model
16081,0.009774785994934313,0.004205008104439325,0.0078921742071928,0.008136016169053979,0.011258768314588607,HAR-RV (OLS)
30128,0.007273499186184609,0.003465737752992725,0.0020269940086222,0.0052934392839680605,0.005619623779265875,HAR-RV (OLS)
19725,0.00872259560630738,0.004688246024169226,0.0055286195111281,0.01052382565718106,0.007414059411949081,HAR-RV (OLS)
16839,0.004594696032582887,0.00441542098332965,0.0049577757016879,0.00479424266442532,0.005032440931355306,HAR-RV (OLS)
2946,0.008151246507156911,0.004858070687164364,0.0007674173554365,0.005016628578694419,0.004215366722776163,HAR-RV (OLS)
17644,0.004692881149877377,0.004263783432981226,0.00554046557031,0.00407381131424014,0.004526033510173819,HAR-RV (OLS)
11686,0.003712970601675169,0.004846634072154351,0.0038119170342007,0.00531163908645186,0.005360703211691256,HAR-RV (OLS)
20086,0.004141182713503332,0.00115887619135845,0.0017272694322821,0.0030618261278025543,0.004053612863085279,HAR-RV (OLS)
9770,0.006108164748245369,0.0022443641263246213,0.002736849259766,0.00563112879611614,0.005400570110431294,HAR-RV (OLS)
18656,0.0032838071495772106,0.003440207833248975,0.0038979985701884,0.0029651557232639797,0.004437438033574307,HAR-RV (OLS)
9153,0.005422186052586105,0.003509317014435425,0.0028780513888634,0.00525884493232536,0.004686139553984199,HAR-RV (OLS)
18586,0.0023792090911292337,0.0025257973054345247,0.0039045320207997,0.006156515187040019,0.004717800226133169,HAR-RV (OLS)
20785,0.003223159885417261,0.003265490744713225,0.002836662101305,0.00262385871663406,0.004353224217136298,HAR-RV (OLS)
11700,0.0037778575669163497,0.002789459335115075,0.0021964822686051,0.00327518405629394,0.0028458967919114814,HAR-RV (OLS)
12998,0.004590885338675267,0.0033761824728614255,0.0032176265247128,0.00434172686577406,0.005511756125381269,HAR-RV (OLS)
8913,0.003353920866095638,0.0025462685361444205,0.0041811192027393,0.0021365105829177855,0.0036927447470170077,HAR-RV (OLS)
31170,0.0076168248374353245,0.0028194575890748003,0.0070280568697165,0.00377981976098144,0.004551550263154612,HAR-RV (OLS)
21038,0.005687138528021995,0.00390555159451965,0.0037170236981531,0.00274867064200602,0.004160248907628037,HAR-RV (OLS)
22973,0.004421870971920241,0.002096053978903,0.0025050382117604,0.00417675925417242,0.004897772567050744,HAR-RV (OLS)
29240,0.009899032195678453,0.0063725077452715245,0.0085162049916617,0.00887179406601736,0.008728742081329764,HAR-RV (OLS)
886,0.004386576254958162,0.0031057497109254497,0.0082928123527149,0.004375755080462081,0.003982843717924025,HAR-RV (OLS)
23547,0.002586525356049975,0.001766554360562725,0.0015856571573305,0.0023731047501061404,0.0027525556617349436,HAR-RV (OLS)
18231,0.00308006912181181,0.003017688535897225,0.0029450654544244,0.00589224391765046,0.0043829272345204005,HAR-RV (OLS)
6068,0.005121652932889658,0.00378324948907645,0.0009746300789499,0.00200425587617606,0.0036091353638892437,HAR-RV (OLS)
7621,0.0022416545561991805,0.003774434809306425,0.0041788662486737,0.0031891120037470196,0.004611890288970313,HAR-RV (OLS)
13851,0.004141321368486026,0.00367590985579335,0.0039641265796712,0.00506512929598414,0.0043564825844461755,HAR-RV (OLS)
15344,0.003179477910794857,0.0026862422669009,0.0121093371390693,0.00527342723416554,0.0040894288185871755,HAR-RV (OLS)
14582,0.0054466248112672085,0.00352045878989265,0.0062743016769017,0.00483749566689532,0.005891924729337344,HAR-RV (OLS)
6144,0.0026139286494317304,0.0033077222216830247,0.001700838074298,0.0020999106598187382,0.0037324412630497803,HAR-RV (OLS)
6398,1e-08,0.002565182400927725,0.0019920829766566,0.00948009060273204,0.006643748790149469,HAR-RV (OLS)
2956,0.006192734878207271,0.0056591637079182,0.0053467181066051,0.00535814198336466,0.006473178677671481,HAR-RV (OLS)
5787,0.00647092360258391,0.009177276397103949,0.0056183613341238,0.0064792371739992,0.005035982434842719,HAR-RV (OLS)
427,0.004022208289021237,0.0037317747840311,0.0025705652585708,0.006345309110186019,0.005187142547994025,HAR-RV (OLS)
9687,0.0015787125779124262,0.0018211875540618,0.0018105309303778,0.00176538536428218,0.0021643684567741123,HAR-RV (OLS)
