time_id,pred_RV,actual,QLIKE,MSE,stock_id,model
31170,0.03658718652210873,0.0019405968160112,-6.613301112116781,0.0012003861782626636,33,GARCH
31170,0.03658718652210873,0.0043775729923426,-6.601798815876293,0.0010374592037368934,33,GARCH
31170,0.03658718652210873,0.004298203485511,-6.602313219485746,0.0010425784255376962,33,GARCH
31170,0.03658718652210873,2.2609533341894825e-05,-6.616114007915011,0.001336968290367457,33,GARCH
17644,0.03717755278393127,0.0035277283006659,-6.575096380756334,0.0011323106877545654,33,GARCH
17644,0.03717755278393127,0.00905897140749,-6.524726256756552,0.0007906546186235499,33,GARCH
17644,0.03717755278393127,0.016145064845145,-6.3955105306157884,0.00044236554889518994,33,GARCH
17644,0.03717755278393127,0.008225238288237,-6.535152191026463,0.0008382365146575886,33,GARCH
15155,0.038840073394038235,0.0048022279224339,-6.481318379608486,0.001158574924348816,33,GARCH
15155,0.038840073394038235,0.007300431308037,-6.461276035513708,0.0009947490229130602,33,GARCH
15155,0.038840073394038235,0.006106968308673,-6.471883056532434,0.0010714561685295633,33,GARCH
15155,0.038840073394038235,0.0055123913715736,-6.476462684208333,0.0011107343889905127,33,GARCH
18231,0.032277439676606526,0.0125192645949144,-6.716334841307927,0.00039038548255879976,33,GARCH
16839,0.03946807659758666,0.0096759362756094,-6.404423529754205,0.0008875716249643833,33,GARCH
16839,0.03946807659758666,0.0081115747378354,-6.422286776073781,0.0009832302088805841,33,GARCH
16839,0.03946807659758666,0.0028936848544149,-6.459150845561347,0.0013376861313829905,33,GARCH
16839,0.03946807659758666,0.0022012390190105,-6.46141565456125,0.001388817183107976,33,GARCH
15883,0.03529330675994135,0.0025902877600723,-6.6827373286354534,0.001069487451705796,33,GARCH
15883,0.03529330675994135,0.0050476306222316,-6.667669312821931,0.000914800925027225,33,GARCH
15883,0.03529330675994135,0.002589953160146,-6.682738720160723,0.0010695093366732474,33,GARCH
15883,0.03529330675994135,0.005987019446613,-6.659347474907354,0.0008588584760913501,33,GARCH
8721,0.04032022953691935,0.0119000991386229,-6.334696501384811,0.0008077038118561738,33,GARCH
8721,0.04032022953691935,0.0064841907627725,-6.395941718232363,0.001144877519925569,33,GARCH
8721,0.04032022953691935,0.0054589053592473,-6.4034738118728916,0.0012153119234207417,33,GARCH
8721,0.04032022953691935,0.007404040653657,-6.388083611668618,0.001083475490598604,33,GARCH
17324,0.041563637312958236,0.0057519871249359,-6.341907432856586,0.0012824742891892802,33,GARCH
17324,0.041563637312958236,0.0059867891424766,-6.340311930108096,0.0012657121257455026,33,GARCH
17324,0.041563637312958236,0.0028792804939667,-6.35626030335407,0.001496479462499057,33,GARCH
17324,0.041563637312958236,0.01042786902951,-6.298113787487618,0.0009694360666005812,33,GARCH
21038,0.03453440278799588,0.0047348452108366,-6.71280071107614,0.0008880136317944312,33,GARCH
21038,0.03453440278799588,0.0052799665996469,-6.708223171419487,0.0008558220366981826,33,GARCH
21038,0.03453440278799588,0.0012735543734987,-6.730238563584821,0.0011062840372521598,33,GARCH
21038,0.03453440278799588,0.0054163265789158,-6.707000199952741,0.0008478623621177955,33,GARCH
29889,0.03531542938121504,0.0016500475336693,-6.684687583939807,0.0011333579349410625,33,GARCH
29889,0.03531542938121504,0.0042312981846517,-6.672515136568373,0.0009662232122451624,33,GARCH
29889,0.03531542938121504,0.0038014599981265,-6.675283612208864,0.0009931302662782421,33,GARCH
29889,0.03531542938121504,0.0042579313368593,-6.672333851570924,0.0009645681847751606,33,GARCH
25148,0.03995349978457971,0.0077431218096828,-6.402518277343749,0.001037508449285724,33,GARCH
25148,0.03995349978457971,0.0060169047481804,-6.4173983489431015,0.0011516924826645626,33,GARCH
25148,0.03995349978457971,0.0122598403865631,-6.345919416531235,0.0007669387708533536,33,GARCH
25148,0.03995349978457971,0.0010764145407931,-6.439352158671547,0.0015114277570526505,33,GARCH
5728,0.042337391253148955,0.009789805041789,-6.270700525217126,0.0010593453681859086,33,GARCH
5728,0.042337391253148955,0.0090317039959664,-6.2786608969355475,0.0011092688036732524,33,GARCH
5728,0.042337391253148955,0.007917817547595,-6.289193850640615,0.0011847070540720614,33,GARCH
5728,0.042337391253148955,0.007756340297936,-6.2906058918499514,0.0011958490851670346,33,GARCH
24600,0.0333817188683046,0.0088414345474534,-6.729343670578598,0.0006022255545482151,33,GARCH
