time_id,pred_RV,actual_RV,rv_d,rv_w,rv_m
13851,0.010060307722409588,0.0104488274349982,0.0045391203282734,0.00894555148764006,0.011142303144952587
2946,0.004354138233103277,0.013091153912458776,0.0041899318164771,0.0040213324946825595,0.00919421629002672
19725,0.00854962091685733,0.014344730080004028,0.0125748163231344,0.00771274559045516,0.0092987504264912
5787,0.00586228977009019,0.004670716169640763,0.0075468961577191,0.00503370585349108,0.007183292711154237
11700,0.00172300856028673,0.0035683902068196494,0.0024977610686084,0.006539142733038581,0.005453243408016794
25340,0.0049272794642710935,0.0037616080643877,0.0035639441572567,0.00419482414226232,0.008513192368255488
13735,0.010268585229524778,0.00680721724827125,0.0048997771048698,0.00732002765367364,0.0090628368991438
2956,0.006732150457593724,0.0041185927299718,0.0048341379433943,0.0068445427317886,0.007850318011122685
20434,0.0027781195140927466,0.0039556354057530005,0.0032934034253382,0.006683860337053241,0.005669851668328832
17644,0.007977677213205109,0.0053576231335600005,0.0062835766934494,0.0058872460351311,0.007822776613123125
4997,0.0039841554756714255,0.010601093461720825,0.0044850373975957,0.0037722365212150997,0.0037050216441150813
31046,0.0027384343602837023,0.0022755536101961554,0.0022631695796161,0.0024975422695860602,0.0028019819420495003
4155,0.0030603013554916132,0.00438402434179865,0.001600030199867,0.00481038640597318,0.006843075347321587
24398,0.005244613153402002,0.0067976792823655,0.0032261218817007,0.0041767978324439604,0.005157939444996551
19660,0.002769727821476109,0.002698661000886625,0.0011529700643257,0.00607416094459852,0.005741390328511906
18911,0.007375536010848695,0.0035854773552740247,0.0034145434531716,0.007139133662335259,0.007106373405121656
12998,0.007110969837249889,0.0059072663425897495,0.0061207463112409,0.00463864263291398,0.00795106111827432
14582,0.007686657418296515,0.003659694165177,0.0043453029839935,0.00608589054978594,0.007124901591495432
18565,0.003968715174863066,0.003187615381531775,0.003134109772488,0.00413629589819228,0.004853800002259606
427,0.00636457903730642,0.00489708857898705,0.0066781224452071,0.00512623981690018,0.005628628464614375
16839,0.00605619561607156,0.004168588548232125,0.0052648546559255,0.004375811538344916,0.005089427789647705
326,0.0039027880537633227,0.001379596158846525,0.004035371418473,0.00351949970885902,0.0035965247827193184
11043,0.006450473389950337,0.0071947101774357,0.0056185361590253,0.00516647439233928,0.004837955395127862
1980,0.001201448424777294,0.00209090174994055,0.0,0.000741659934737839,0.001707596902305467
10088,0.005053901065892332,0.003756293904239225,0.0049935342012228,0.0052354277421031,0.005091547083463394
32254,0.004504569271322322,0.0016146032594457152,0.0041470652967018,0.0045763868334320005,0.004087015417710194
10590,0.013347011986405526,0.004969034779937475,0.0147538363124707,0.005834009217767081,0.0042792397286981745
25148,0.005221747011240762,0.0029976302989381254,0.0051240904829996,0.0032494088789164397,0.0044138711208168745
18656,0.003675402531710774,0.0045491368124381,0.0029134450297259,0.0027431109077575,0.005440857407621487
1209,0.0028423995090943437,0.001371201881003675,0.0017737102934258,0.0020428727294515532,0.0024814129860361665
6144,0.0036070413124596225,0.0022823667633161504,0.0030038900132855,0.0033556176106203,0.004065598164617556
9932,0.011510557152851798,0.00473612274857479,0.0127156115860932,0.008125434182431099,0.005696024894380125
30128,0.006195183313986526,0.00662737669167995,0.0086958532755206,0.00706748791946864,0.006653009503315375
9936,1e-08,0.0058123691423617,0.0092329758993502,0.00444570350535584,0.003848624723950381
17791,1e-08,0.002985608256340225,0.0002707393936299,0.00200758167684114,0.0033107047465336875
7150,0.0028148220809654538,0.0038461752873874743,0.0029932386862599,0.00450292683023204,0.0030230185496236033
18231,0.0057187123467524114,0.003780167614274525,0.0079180140035325,0.0044043295923515,0.004372223631382812
29932,0.004075665320350039,0.00180621808252155,0.0012573697410675,0.0028600411357556804,0.0036433631497137563
11113,0.005345721310671998,0.004023390056658489,0.0044466849310633,0.004750590289597279,0.0033819886469166503
31170,0.0046269656552639735,0.004160329445413075,0.003335486909188,0.00262700392944988,0.005142778164051868
26069,0.004868687011304489,0.002111392768379325,0.0038202908281108,0.0053691360946562005,0.005138968830704856
9779,0.003594062863368608,0.0037489061577244496,0.00148648864951,0.0034367096565504794,0.0033591576744134333
32649,0.0026044242055579796,0.002812747221329525,0.0016261394315291,0.0034081034411332202,0.003950347444549319
4091,0.007697096695608972,0.0029354200921775753,0.0068165243278174,0.0056187984556727594,0.005417361674845781
1471,0.0011035632899634097,0.00037470731070255,0.0001235210384249,0.0009956333884392175,0.0020632879256831196
18748,0.007332354132517293,0.004087674234670575,0.0071269262057258,0.012788941966618481,0.006855994553936363
17167,0.0029156914786069026,0.0021320004894317,0.0027342083656698,0.0032346497725046996,0.0020908550985194946
1813,0.0024273210654248995,0.0044492522127509,0.0007241310969127,0.00298475677180294,0.004559242534737662
487,0.0041478564895225355,0.0025203158050737,0.0056138649203549,0.00400270169520188,0.004416221637187825
24662,0.002444305151747643,0.003530021841586525,0.0024988261811349,0.0053004510596356405,0.0035325413347116062
29240,0.004182439684505859,0.005330930358369325,0.0053396967233819,0.00280836050091656,0.0027883456730372937
21988,0.0029060993580046143,0.0031844691877825505,0.0023245800258925,0.0036456289266743997,0.0033224337317124186
5728,0.004365003081048341,0.006184538713768275,0.0040697208560429,0.0035566032022249796,0.003969110817786094
6068,0.004189658155443778,0.003621739679263025,0.0043768104830732,0.00486911520409534,0.004936849144362701
5756,0.006033265409247247,0.000797946763539825,0.0050996181127247,0.00347584847911922,0.0043521858966802185
22887,0.0016809275078798949,0.0034309576978510748,0.00266690183003,0.00454010285329518,0.0055770439207583
9674,0.00425129387712101,0.003246929215283325,0.0055600271361678,0.0049305535412116006,0.004421737692519362
28770,0.00335049221042873,0.0048030884509201,0.0022888758265177,0.00388588877990938,0.005752805877700837
32186,0.003965867911235177,0.005401808411608225,0.0056313779005791,0.00420718820209212,0.004250680680764856
20603,0.005144042690028564,0.0039735452825804245,0.0062052097421074,0.00431947830171302,0.004447207440562444
7621,0.0006566087939433463,0.0037682437072510252,0.0025566120855472,0.0041265868380470794,0.0031806617502997438
24143,0.0015846960182989275,0.00371589900359955,0.0020420797689126,0.00252256367414838,0.0038353687615545065
19180,0.0022335891088750316,0.0011558323398454563,0.0025074947550302,0.002151191492718586,0.0038455281946954585
5904,0.0034007959585294536,0.004204658396909726,0.0017925116226053,0.00419003725389926,0.0037655379319189433
9279,0.001384267978633922,0.0028836343230805245,0.0007992226390111,0.0034315788512349196,0.00392713219149605
22973,0.008215632761739332,0.003615539894124375,0.0043102076235521,0.002973589685457404,0.004527468269319027
3333,0.007420185351264122,0.003220834602521325,0.0070191813346301,0.00398234330848126,0.005176337498638894
23503,0.004004106813833985,0.0042324434396142,0.0037706449839973,0.00247350754489842,0.0031880231611530873
7043,0.00508072763065264,0.0056730305413354755,0.0024747719196527,0.004105677294753141,0.004809554460919325
15823,0.0035966043423589413,0.003555232017343775,0.0025190111381617,0.0036354495213132996,0.0037375926224801626
14126,0.003657487040248792,0.0018272623436943248,0.0032948084584987,0.0062217692117066195,0.005456540520179281
2718,0.0035121198710450106,0.00235746172697675,0.0040723768476606,0.0044231298724538,0.0039032923053670936
3626,0.003304353934890731,0.0013909802943776,0.0032983399780229,0.00368905029130324,0.0039859340528138375
32247,0.002669409229931849,0.0012022177330520498,0.0026685247099187,0.00409114353322164,0.0035852152682941127
32639,0.004301215686033161,0.0018185874728650752,0.004429314747492,0.0041044224281569,0.004130799147243274
15584,0.0043191690933184305,0.00203494369208315,0.0039817287532909,0.002929701294930042,0.0032738535467735693
8554,0.002475967561066725,0.003478587812272675,0.0037116548180972,0.004301915711787079,0.004692393396767287
11686,0.0026835105013694443,0.00199034485751055,0.0017138124404377,0.00239688393272448,0.004748113657880219
20271,0.003008956899523064,0.006153430194267325,0.0024607923362218,0.00305252260799474,0.0033218839560949683
26292,0.0069268487762043345,0.006099804235771325,0.0047045731477081,0.0026497676661055,0.004291018557914569
12669,0.0027488953809747555,0.005533610975729851,0.0033324905405768,0.0036577036516966402,0.0042742036107113685
8454,0.018373481445415292,0.001930652866377262,0.0085665171029976,0.00811150273630214,0.004623466164478469
27152,0.002697573475955484,0.0024523852972922,0.0018603486380362,0.0037875596080094408,0.003288839721637059
1722,0.005720650656729205,0.00348655750304615,0.0035606900592844,0.0015630273756026235,0.002918674236819189
20408,0.006304186784189303,0.00444127971481165,0.0042957383824941,0.0049234006672709595,0.0051077638904198815
10765,0.004327790654101738,0.001528273013777225,0.0025471733224976,0.00265939119349322,0.003490320436135394
20435,0.004468382191773861,0.0037983395757602,0.0028770593461553,0.0039557915562810405,0.004765299090857206
6917,0.0041400153287576204,0.006042428965217724,0.004441736282312,0.0037708734266108804,0.0037543688842485313
29380,0.00526505004366052,0.0016682431165729252,0.0051098999318291,0.00341202915434798,0.0022071736507296687
26195,0.000530206390286973,0.0006071677882825031,8.683051473110615e-05,0.001891462723643361,0.002846267416865444
18174,0.004729773429528321,0.0034490161588091248,0.0038709748815424,0.005122140401995141,0.004779277685104062
21655,0.0036630609196350574,0.00173518666684855,0.0019499868274883,0.0022674554702734953,0.00266673772013305
28801,0.004407846366596869,0.0048093937552388,0.0036191950438636,0.0026594713637932118,0.0034971042767997437
11872,0.0038976760102684563,0.0021067771209195498,0.0023232716709233,0.0032207455503177004,0.004051951154737188
27711,0.0010389422613231915,0.004465054695274076,0.0037958990490705,0.0015850379762923094,0.004315001324471497
4400,0.010188267722697295,0.005601222974212349,0.0117618957610809,0.0058383242846085604,0.005654865254947482
19597,0.0004376588232037088,0.001252760400269175,9.55781755358721e-05,0.0019078505406594942,0.0034077801906292607
6398,0.006111658062550587,0.0043865779006203,0.0080240084349959,0.00478336306696068,0.004668340796320744
32255,0.006931664657202651,0.002266207469193275,0.0121410276478069,0.00520082311366708,0.004033965644059875
3138,0.00397925565074634,0.001703712234505125,0.0021651065219084,0.0037627319784751005,0.004442589070565981
15344,0.002881627096898157,0.0034074966205160503,0.0023712355529988,0.0025069212761711476,0.0034273602717764026
10042,0.0017611783438325982,0.005831862568781324,0.0033242743725609,0.00423053711638806,0.002741903535236156
19729,0.0068553116159115295,0.0030340351162504,0.003628326801939,0.0023012937635937003,0.0038671750797910375
7277,0.000733790359561096,0.0027647141076717,0.0006218569597458,0.00197156449292016,0.003629681810495125
13529,0.0028457917362678968,0.00200388549689535,0.0018462108022565,0.0030988989001255397,0.0031522374920528503
25683,0.005442410071518243,0.004813317425883775,0.0061332787899168,0.00609238807480324,0.006748859285523906
7632,0.0027139374223940638,0.005462889594038475,0.0033012271922681,0.00412793118335534,0.0035022594330750313
11440,0.0032106006051312586,0.004030884422655325,0.0010433152433951,0.0018278955391623,0.0025351162822220188
2458,0.0038171944545909615,0.0044011394314948,0.0027100544010185,0.006831745840013399,0.004453959226222718
7258,0.0028190842750947386,0.00178570762284575,0.0015922110025011,0.0020161864980598196,0.002673853520350297
31528,0.004090852169582439,0.004200092158279449,0.003255188190458,0.00475449148772088,0.004516027698388788
9427,1e-08,0.0035243227703236004,0.0002809644159595,0.0011178749581921795,0.002396772865004825
29106,0.005074725686523528,0.0036346285880586252,0.0084861050749994,0.00421469040325004,0.004097646680814587
27240,0.005380732807263361,0.001837208860818425,0.0042013919005069,0.00425076104281246,0.003158027473419575
11995,0.004771799441239448,0.0030330914341752,0.0001412629070609,0.00327498297714542,0.004141768024797219
32219,0.0032367993210063433,0.002514410204319225,0.0011445760054636,0.0026254308092040803,0.004035577747643831
10810,0.00281794487921416,0.00195813695826255,0.003990535028213,0.0037255248742266004,0.0026167735701312874
23201,0.0018621418279885695,0.0025641382113622004,0.0049598811188145,0.00321416428810542,0.0028936477706448752
20785,0.001276417539382825,0.005576458620296725,0.0001266967142976,0.00173811464638071,0.00397137748588814
24742,0.002569531999323503,0.003436210479133275,0.0066772191170892,0.0036878153088531996,0.0028828767155483753
11199,0.009128231727333704,0.00811143097959625,0.0053292390726711,0.00632884590871924,0.006668707820268056
27669,0.0038503924726247833,0.002055396801940475,0.0027470468704216,0.00285839099556526,0.0029263180437803533
7564,0.00507738488797099,0.0037541694387215503,0.0058413144510353,0.0032134104840079196,0.004075342574699625
28192,0.0012324118390901733,0.001556999436191875,0.0011746628355677,0.00261166499103522,0.003092633975817113
8676,0.002499393800042795,0.00263182485406065,0.0014112649194008,0.0023687992878669004,0.0032069104749060376
