time_id,pred_RV,actual,QLIKE,MSE,stock_id,model
9770,0.033910432554327914,0.0011914762223102,-6.766830596977183,0.001070530103456482,126,GARCH
9770,0.033910432554327914,0.0041076356090464,-6.753392193293316,0.0008882067057616811,126,GARCH
9770,0.033910432554327914,0.0023821587600451,-6.763130274991937,0.0009940320484472605,126,GARCH
9770,0.033910432554327914,0.0018867224095903,-6.764969501740708,0.0010255180114341709,126,GARCH
16839,0.03584890085830734,0.0064857041118847,-6.624153495032555,0.0008621973231691249,126,GARCH
16839,0.03584890085830734,0.0089785370076866,-6.594157029120618,0.0007220164534647457,126,GARCH
16839,0.03584890085830734,0.0089209150076086,-6.594959587022307,0.0007251164219754314,126,GARCH
16839,0.03584890085830734,0.0087608501782905,-6.597161853385588,0.0007337624896431607,126,GARCH
13735,0.04159703517134453,0.0066477611652039,-6.333912464396503,0.0012214517535562974,126,GARCH
13735,0.04159703517134453,0.0021762899077393,-6.356715554419511,0.0015539951571380546,126,GARCH
13735,0.04159703517134453,0.0052228229550399,-6.3436880631550085,0.001323083314356765,126,GARCH
13735,0.04159703517134453,0.0020713780954898,-6.356973097685824,0.0015622775672780652,126,GARCH
30128,0.03744705538825703,0.0034666866491335,-6.561084143165789,0.0011546654596468037,126,GARCH
30128,0.03744705538825703,0.0017439895421533,-6.567485435540495,0.0012747089108112186,126,GARCH
30128,0.03744705538825703,0.0057286401226201,-6.546251604514301,0.0010060578669633898,126,GARCH
30128,0.03744705538825703,0.0003592554409546,-6.569562360966387,0.001375504904931126,126,GARCH
2946,0.04147350643889486,0.0036458186380388,-6.357673238564296,0.0014309339643590344,126,GARCH
2946,0.04147350643889486,0.0021994635420398,-6.362588412619881,0.0015424504454640113,126,GARCH
2946,0.04147350643889486,0.0046860120788891,-6.352634601947191,0.0013533197412874554,126,GARCH
2946,0.04147350643889486,0.0045985004179136,-6.353106973267645,0.0013597660690474042,126,GARCH
19725,0.0360815137008599,0.0022269881589104,-6.640139775866244,0.0011461288996705112,126,GARCH
19725,0.0360815137008599,0.0053428347152824,-6.622022525666412,0.0009448663857783838,126,GARCH
19725,0.0360815137008599,0.0089154483349924,-6.582894873985811,0.0007379951074625857,126,GARCH
19725,0.0360815137008599,0.0065273096062753,-6.6112228090366925,0.0008734509796643613,126,GARCH
31170,0.03568924312233117,0.0015722186067558,-6.6638712296550064,0.0011639713617963708,126,GARCH
31170,0.03568924312233117,0.0068885976808745,-6.628556691611798,0.0008294771778444988,126,GARCH
31170,0.03568924312233117,0.0017771132379178,-6.663332446409733,0.0011500325532973223,126,GARCH
31170,0.03568924312233117,0.003048504288188,-6.658515660191728,0.0010654178316387417,126,GARCH
15155,0.03212812379701326,0.0026783947802469,-6.869097105032697,0.0008672865391609707,126,GARCH
15155,0.03212812379701326,0.0044677037948929,-6.856709606288055,0.0007650988346937003,126,GARCH
15155,0.03212812379701326,0.0024840608474392,-6.870069033365397,0.0008787704681583097,126,GARCH
15155,0.03212812379701326,0.0047130440212713,-6.854527499046522,0.0007515865991102959,126,GARCH
4997,0.031364447674164006,0.005359493014357,-6.8949612552565105,0.000676257666858618,126,GARCH
12998,0.03388362679673164,0.0056533798874886,-6.741808827511696,0.0007969468405568262,126,GARCH
12998,0.03388362679673164,0.0032226985507453,-6.760600670647753,0.0009400925209055229,126,GARCH
12998,0.03388362679673164,0.0087539541444718,-6.702900193598959,0.0006315004476097361,126,GARCH
12998,0.03388362679673164,0.0034692602353305,-6.75916353068217,0.0009250336933312758,126,GARCH
25340,0.0322914256061435,0.0093879130127256,-6.781386275197397,0.0005245708891168524,126,GARCH
25340,0.0322914256061435,0.0056048500114241,-6.83578025216119,0.0007121733169726732,126,GARCH
25340,0.0322914256061435,0.0014055047292216,-6.864012609510295,0.0009539401084154801,126,GARCH
25340,0.0322914256061435,0.0091941929628221,-6.784838468195473,0.0005334821557797118,126,GARCH
12981,0.03163655572910681,0.0032830779088486,-6.896114786774657,0.0008039197045038745,126,GARCH
12981,0.03163655572910681,0.0029643009238971,-6.8981045729489745,0.0008220981956148715,126,GARCH
12981,0.03163655572910681,0.0030665775096417,-6.8974882924797996,0.0008162436554607109,126,GARCH
12981,0.03163655572910681,0.0073633261799532,-6.852712646737821,0.0005891896727459041,126,GARCH
9153,0.036811414352100606,0.0092446876050912,-6.540825106355137,0.0007599244235442838,126,GARCH
9153,0.036811414352100606,0.0076409521929771,-6.5608092356847125,0.0008509158625768565,126,GARCH
9153,0.036811414352100606,0.0059979599652545,-6.577345988439756,0.0009494689712502457,126,GARCH
9153,0.036811414352100606,0.0017758420540825,-6.601567365225727,0.0012274913262496536,126,GARCH
18231,0.03266432300423104,0.0029577112367398,-6.834744609717339,0.0008824827827044491,126,GARCH
18231,0.03266432300423104,0.0027921114228169,-6.835637024943525,0.0008923490247647732,126,GARCH
18231,0.03266432300423104,0.0027658670422,-6.8357737367003715,0.0008939176689135096,126,GARCH
18231,0.03266432300423104,0.0011676842081092,-6.841665753163085,0.0009920382554533677,126,GARCH
