time_id,pred_RV,actual_RV,rv_d,rv_w,rv_m,model
5,0.0023729532143111623,0.0006943798867599249,0.0018981819880022,0.00174780073539452,0.0012797502333815936,HAR-RV (OLS)
11,0.0005173373531402678,0.00055776044092975,0.0004808186138554,0.00044232886073522005,0.0005147511092434125,HAR-RV (OLS)
16,0.0005916752934535378,0.00053334238974275,0.000694702420526,0.0007849649701709,0.0006660262124786188,HAR-RV (OLS)
31,0.0006398380946217553,0.0004200841010628,0.0001414824265872,0.00039795875760466,0.00048497376668125,HAR-RV (OLS)
62,0.00023385198211932367,0.000587567171938375,0.0003037329295114,0.000259687053424,0.00041260396175131877,HAR-RV (OLS)
72,0.0015246978268692868,0.001050138760926125,0.0012171567010044,0.0018316925965361803,0.0016486316361006188,HAR-RV (OLS)
97,0.0011901154024774926,0.00100492615349865,0.0010357304170854,0.00108789993345302,0.0011283670306454063,HAR-RV (OLS)
103,0.0008463823518841151,0.0007889625486452251,0.0008606454935996,0.0011078185035599,0.0011656921622639,HAR-RV (OLS)
109,0.0008435031606402845,0.0008939360044158001,0.0007757295063155,0.00065428497065426,0.0007042951749324938,HAR-RV (OLS)
123,0.0006634518859339486,0.0008080780763484751,0.0006245617963076,0.0006396479464742399,0.0007565517711827875,HAR-RV (OLS)
128,0.0006977511225721736,0.000905641325178675,0.000595699999202,0.0008085910111294,0.0007141705974387062,HAR-RV (OLS)
146,0.0014374710070053824,0.0014045453749194998,0.0015980539790398,0.00187208872079622,0.0021425834430649064,HAR-RV (OLS)
147,0.0005380307762354057,0.000475924370008075,0.0004688130548733,0.0005328820684171,0.000634883527580425,HAR-RV (OLS)
152,0.0009303228006330116,0.0009253885524936,0.0005300808837694,0.00081056281999894,0.0007895095825485564,HAR-RV (OLS)
157,0.0015819884257065905,0.001440168729720625,0.0016014706815649,0.0015299339694514601,0.001515077542636625,HAR-RV (OLS)
159,0.0006367206374992936,0.000615411460063475,0.0003809517124359,0.0006461366233580601,0.0006724537329278813,HAR-RV (OLS)
169,0.0009120707743784035,0.00050564002363645,0.0007537359605311,0.00074099915885294,0.0008503227080426937,HAR-RV (OLS)
207,0.001345668212340296,0.0021810554830719,0.0014996331479839,0.0022076188135676396,0.002114496534572919,HAR-RV (OLS)
211,0.0003928416731476494,0.000322706537366625,0.0003818794271295,0.00041687740042975995,0.0005374880576001876,HAR-RV (OLS)
213,0.0006682232108486284,0.000854768549354,0.0006348944276007,0.00066391577748262,0.0008706863912150374,HAR-RV (OLS)
218,0.001109024155903175,0.0007087916367492,0.0010923905828465,0.0009568382099823001,0.0009710958214768125,HAR-RV (OLS)
227,0.0012439990518063899,0.000857685024883375,0.0018539229951818,0.0012496861284398198,0.0011937789593585123,HAR-RV (OLS)
229,0.00037396132820896166,0.000517141175257725,0.0004908091666246,0.0003547187752124,0.0003232121192375,HAR-RV (OLS)
232,0.002277020319972666,0.0015477759135947998,0.0022848072841906,0.00204321639294778,0.0019284479842474626,HAR-RV (OLS)
250,0.0006462300435549919,0.0007516925997151,0.0006397033271504,0.0005201980903738401,0.0005908366269857625,HAR-RV (OLS)
254,0.0015743405271560402,0.00184292459476875,0.0015253171736331,0.00167558493819754,0.0016342223493943,HAR-RV (OLS)
256,0.000691169467614541,0.00068085669067465,0.0005473684078228,0.00094749880058054,0.0009160131236740875,HAR-RV (OLS)
266,0.0006474344344571118,0.0008693951491676,0.0005833315318581,0.00072007706359024,0.0007893571759666563,HAR-RV (OLS)
273,0.00038717544312631995,0.0003930472433909,0.0004254261823746,0.00029885740474750285,0.00036389868202130714,HAR-RV (OLS)
289,0.0015217110014595942,0.001515126630223275,0.0025202904153432,0.0017592142609408798,0.0015494550034336062,HAR-RV (OLS)
297,0.0006748477581428117,0.0005938953734857251,0.0007397694864318,0.00068539171521932,0.00071618490958315,HAR-RV (OLS)
303,0.0013233760969536706,0.000989417139222175,0.0016472327082278,0.00108754889312036,0.0012571000143023875,HAR-RV (OLS)
309,0.00047363862782220435,0.0003654858748631,0.0003714272669602,0.0005119774745732601,0.0005155939324289313,HAR-RV (OLS)
310,0.0029083433102091404,0.001997529121516825,0.0018712918155036,0.00272857056325302,0.0028089870781052998,HAR-RV (OLS)
317,0.0004688516384563166,0.00069721954516465,0.0006627600795471,0.00048149185053022,0.0005626675881763562,HAR-RV (OLS)
319,0.00040966066693012967,0.000597674784453425,0.0004314673691197,0.0007913521266797799,0.0006549620522967128,HAR-RV (OLS)
325,0.0008387814110581825,0.0009266922431547751,0.0008431545389758,0.0008768792277065,0.0008045819429215499,HAR-RV (OLS)
326,0.001577793697841658,0.00124653724250715,0.0014119173751246,0.00195468832293966,0.0017894477183937748,HAR-RV (OLS)
335,0.0006823628143897943,0.0008345997395868001,0.0006593164182711,0.0011068874921140999,0.0009901053891598127,HAR-RV (OLS)
337,0.00038313046624945254,0.0008367006399722251,0.0004828505908579,0.00036093361496422,0.0005903762851279875,HAR-RV (OLS)
358,0.0015798690151379575,0.0017392491684934753,0.0011451442853986,0.0015985144870469398,0.00172221697198085,HAR-RV (OLS)
371,0.0013079400510428766,0.0013191239537347248,0.0019145164655813,0.00148055054512768,0.0014573674120931064,HAR-RV (OLS)
373,0.001173968030759648,0.0008343200744726001,0.0007138871129305,0.0009570126793860799,0.0012357603135624813,HAR-RV (OLS)
380,0.0011055377842937014,0.0012378188595742249,0.0011957967075746,0.00102313975354302,0.0011668443666239937,HAR-RV (OLS)
381,0.0004911231797564098,0.0007111142102524251,0.0005848429267639,0.00056953401042932,0.0005365561527470562,HAR-RV (OLS)
411,0.0009609405551102965,0.0004749945012505,0.0008069962435698,0.00050544137386542,0.00045926651979265624,HAR-RV (OLS)
420,0.001655998026564029,0.0020388832883792497,0.0015534852220141,0.0017243979737609598,0.0016377964508845814,HAR-RV (OLS)
424,0.0003762939452178562,0.0006511904599375,0.0003747372771521,0.00052196405429238,0.0007736745848833563,HAR-RV (OLS)
