time_id,pred_RV,actual_RV,rv_d,rv_w,rv_m,model
15048,0.00014735313777293325,7.075419963224495e-05,9.644057574551756e-05,0.00010008573118319651,0.00014352894529089498,HAR-RV (OLS)
1070,0.00013971346174686836,5.722669845997127e-05,9.104515321997088e-05,8.701595318204986e-05,0.0001230750675095278,HAR-RV (OLS)
25654,6.909208053437237e-05,0.00013715451824415065,0.0001964401821246,0.00015359140374547972,0.00011686199575101195,HAR-RV (OLS)
15907,0.00012189582940119053,0.0001532623956935,8.819681917127836e-05,0.00015164275184368332,0.00014604510335241682,HAR-RV (OLS)
14183,0.00017527940786840108,0.000276588164083825,0.0003472709101333,0.00019360568482556996,0.0001704937564386029,HAR-RV (OLS)
13598,0.0001564280276551018,0.000326121656102225,0.0001196833433733,0.0001828664390748535,0.00014020045700616148,HAR-RV (OLS)
32046,0.00014475703507538587,0.00012128093178096032,3.512751314257654e-05,0.0001096358375294953,0.00014762971060337202,HAR-RV (OLS)
12011,4.278047467952058e-05,8.902049797573678e-05,8.89677002893563e-06,4.992460928201959e-05,0.00010183588634058487,HAR-RV (OLS)
13473,2.8256344134660705e-05,0.000228958990586,1.3084980260410848e-05,0.00012498806152408214,0.0001267555645596337,HAR-RV (OLS)
7679,0.0001854871737307621,0.0002096223480775,0.0001858885748981,0.00023984167882436003,0.00019467624269215892,HAR-RV (OLS)
20790,0.00015196992112095366,0.00020213506605644204,0.0001226281164798,0.00024590499398222,0.0001840000571505777,HAR-RV (OLS)
6410,0.00012178155251519549,0.00014281494894579998,0.0001275077554904,0.00010858525754279544,0.00014417810411498198,HAR-RV (OLS)
5032,0.00019321149433460482,8.942926372463294e-05,0.0001698285331104,0.00015996737208028236,0.00017049728279286668,HAR-RV (OLS)
14572,0.00020797364223701885,9.80963187180184e-05,0.000184340790991,0.0001631055475054287,0.00016452550110098466,HAR-RV (OLS)
20551,0.000179257695492229,5.4043313813559933e-05,0.0002021882608841,0.00012350117227183426,0.00012822173912370818,HAR-RV (OLS)
30134,0.00013123845311852766,0.0002103522476106,0.0001282266438774,0.00025314599263182,0.00023124021043470624,HAR-RV (OLS)
13421,0.00010732396232871245,0.00021530349297180001,0.0002646524187688,0.00015176710084834614,0.00011513770970110319,HAR-RV (OLS)
29746,0.0002397402937067676,0.00017201265776428667,0.0001518847180981,0.00021630501739879998,0.0002291601839786296,HAR-RV (OLS)
17429,0.0001526481465286447,0.00019412483341841927,0.000167701687803,0.00015983618727056,0.00016127366827434745,HAR-RV (OLS)
16823,7.528307235472474e-05,0.00018366345143374998,5.696859284637696e-05,0.00017243430442580418,0.000165521284078563,HAR-RV (OLS)
26475,0.00029231759276093604,0.00019620988548929997,0.0003084745396592,0.00030405030978952,0.00019280446794733415,HAR-RV (OLS)
7369,0.0003713711561810574,0.000271630039103457,0.0001951175929863,0.00035374498670255996,0.00034734255748768747,HAR-RV (OLS)
28401,0.0002623734300397565,0.000221843043206675,0.0002020081277871,0.00022516430623532,0.00023050021141286518,HAR-RV (OLS)
18234,6.687417139420721e-05,0.00013293180074065288,9.740029362578435e-05,0.00011918779561226624,0.00011568878223017956,HAR-RV (OLS)
12611,0.00021384692800283735,0.00025262639302415,0.000249780940612,0.00026016821242824,0.00021019970894182384,HAR-RV (OLS)
27919,0.0001499705676994207,0.000189852648120025,0.0001414203216955,0.00023636380132840002,0.0001993783003610971,HAR-RV (OLS)
22193,0.00012407805524846044,0.00014988742359966988,0.0001329119547711,0.00014266221738430803,0.0001318143422484569,HAR-RV (OLS)
31071,0.00011915130240989358,0.00014941335647659107,0.000128944577993,0.00014473919794654583,0.00010571423542860457,HAR-RV (OLS)
10689,0.00012954686532539133,0.00022203124359702501,7.480821109648565e-05,0.0001552586253950557,0.0002092148975680424,HAR-RV (OLS)
12348,0.00022218487716217327,0.00017818790189015702,0.0002755512273928,0.00028103241435925997,0.00019247450061311798,HAR-RV (OLS)
4649,0.00022618575909950412,0.0002633646578658398,0.0001743072606987,0.00022388077573678002,0.00018285762415900625,HAR-RV (OLS)
31970,0.0001405139018399894,0.00014360510228509588,0.0001260557870153,0.00015942608556067768,0.0002322639227205743,HAR-RV (OLS)
26613,8.323206500006073e-05,0.00011371537412618995,0.0001205146315309,9.021702350253895e-05,0.0001300203597229246,HAR-RV (OLS)
13560,0.00031824190679890233,0.000318681462996425,0.0003283171645969,0.0002505739396362,0.0003025513250625312,HAR-RV (OLS)
5302,0.00026971815126492936,0.000279115795778225,0.000261741413429,0.00017612704463386,0.00015473646349765396,HAR-RV (OLS)
27810,0.00021036381508670045,0.0002364603255222567,0.0001321067540004,0.0002049006919675471,0.0002141742718775517,HAR-RV (OLS)
4071,0.0002856448443669554,0.0002567997420617,0.0002100568996537,0.00024429840995228,0.0002381630654039662,HAR-RV (OLS)
11120,0.00019849202127597912,0.000113912463818331,0.0002431735416881,0.00011244569063012692,0.00011713977270480355,HAR-RV (OLS)
19949,0.00012843262387917574,0.00018775506722810352,0.0003065885341867,0.00016534794519856854,0.00016320382307289944,HAR-RV (OLS)
1663,0.00016167402584632958,0.00013137466224798097,9.281758947863676e-05,0.00014259319872520586,0.00015555327239577353,HAR-RV (OLS)
21466,0.0001629163678629663,0.00019351098301249563,8.497980546868384e-05,0.00012796769374000846,0.00014104484685223647,HAR-RV (OLS)
27406,0.000347216226975944,0.00012684808350312175,0.0001638391262984,0.00013999525062590554,0.00017624767937916424,HAR-RV (OLS)
13655,0.0005884409763887355,0.000319581321285,0.0005048142355939,0.00037661905398696,0.000298087361740425,HAR-RV (OLS)
29448,0.0001996919414632048,0.0001516477733241,6.747533319840378e-05,0.00017808177010410073,0.00018392089094078937,HAR-RV (OLS)
24879,0.00019426330775945705,0.00019930180149387502,0.000176048571635,0.0002113838532302,0.00017839782363651257,HAR-RV (OLS)
2826,0.000410832736074282,0.000185036475860725,0.0003420844327495,0.00019389988929141333,0.0001626687696720496,HAR-RV (OLS)
31433,0.0001858931521677505,0.0001503378869976,0.0001341966627087,0.00016859562582225533,0.0001736454670854573,HAR-RV (OLS)
7212,0.00020310072173920622,0.0001776388756376,0.0001871075903098,0.00019543346980492002,0.00020500177715013316,HAR-RV (OLS)
11374,0.00042518094907620266,0.000260313038480325,0.0003327404413257,0.00026212030811488,0.00022654276774664744,HAR-RV (OLS)
908,0.00012452289092980938,6.748817535614807e-05,7.541196232192168e-05,0.00017039728499033835,0.00011844628803367072,HAR-RV (OLS)
9207,0.00026634757563190163,0.000244465856813525,0.0001819470607738,0.00021265618171104566,0.00020067050888065668,HAR-RV (OLS)
5020,0.000366779062279283,0.0003094659423311,0.0004947774384197,0.00027270796913872003,0.00019936647186682142,HAR-RV (OLS)
13960,0.00018252839676031446,0.000252765497421325,0.0002570231425014,0.00021726251702190906,0.00019851338644250906,HAR-RV (OLS)
31059,0.0001995437376962487,0.00023947676419406629,0.0001169731553716,0.00016700265820945997,0.00018637997810041248,HAR-RV (OLS)
27168,0.0005257960400242217,0.00012404289697671436,0.0003942867629168,0.0001309272485714963,0.00019957921750174846,HAR-RV (OLS)
14280,0.0001340654617123895,0.00015027856621546902,0.0001038826194601,0.0001871233983216456,0.0002014717663569725,HAR-RV (OLS)
21326,9.9576127760456e-05,0.000194903898192625,0.0001720464430597,0.00017126299409719997,0.00016764613630991694,HAR-RV (OLS)
23144,0.00022132673867245175,0.000189415681983425,0.0003596961945956,0.00022419708299840002,0.0002177830522068875,HAR-RV (OLS)
14416,0.0002267805810720429,0.0001969932318671713,0.0002303415271559,0.00020817303736366005,0.0002193192016695077,HAR-RV (OLS)
