stock_id,median_bas,mean_bas,median_log_activity,median_rv,mean_rv,rv_std,liquid_pct,illiquid_pct,mixed_pct,n_buckets,stock_regime,recommended_model
31,0.00130304117791385,0.0012087059174161648,6.6435904295382535,0.0004340664812973,0.0007560470866025668,0.0008175744250605202,0.0,1.0,0.0,57450,illiquid,HAR-RV / WLS
18,0.00185713263279725,0.0022041048896217484,6.290039665364174,0.0013913063944466,0.0018514742717969485,0.0017622345125245993,0.00010515247108307045,0.9858044164037855,0.01409043112513144,57060,illiquid,HAR-RV / WLS
37,0.00137731742792455,0.0016631807806169194,6.588269147327349,0.0010213301994079,0.0013982555558609262,0.001431218616481895,0.0009327373200520925,0.941307944106156,0.057759318573791844,56822,illiquid,HAR-RV / WLS
75,0.00125118472450435,0.001619082779060697,6.684116875065374,0.00111212288564465,0.0014885212416163884,0.0014826228903103424,0.001100206070343334,0.9195452481575914,0.07935454577206524,57262,illiquid,HAR-RV / WLS
27,0.0013083365967966,0.0016483671357024592,6.6395431648624985,0.0010564521096552,0.0014712238738171424,0.0015302081336354037,0.0034586965255821267,0.8969727671319021,0.09956853634251576,57247,illiquid,HAR-RV / WLS
33,0.00124167407552145,0.001638925574739635,6.691731612495957,0.0008396312588038,0.0012265810602968231,0.0014125491336046596,0.005741677201854193,0.8688017980053379,0.12545652479280797,56952,illiquid,HAR-RV / WLS
97,0.0010708784679114,0.0013334890915271335,6.839413896662326,0.0010993727396748,0.0014347193389247837,0.0012490116029176942,0.0036580904767711253,0.8364659362098699,0.159875973313359,57407,illiquid,HAR-RV / WLS
112,0.001112455556424,0.0014513042057389361,6.801399821592543,0.0008517220210447,0.001170129071547474,0.0012310432757238186,0.012408899452959785,0.8292465525980041,0.15834454794903613,57217,illiquid,HAR-RV / WLS
40,0.0009458572888194001,0.001207504774609864,6.9633085836744435,0.0009309072482293,0.0012317889062265746,0.0011353322731127496,0.00439177413733008,0.7904147786685256,0.2051934471941443,57380,illiquid,HAR-RV / WLS
9,0.0009907557449532,0.001277987379131017,6.917024970123419,0.0009114711720279,0.0012246530008288897,0.001164538880697503,0.012204690088048122,0.776828524104263,0.21096678580768896,57355,illiquid,HAR-RV / WLS
