stock_id,median_bas,mean_bas,median_log_activity,median_rv,mean_rv,rv_std,liquid_pct,illiquid_pct,mixed_pct,n_buckets,stock_regime,recommended_model
43,4.465246408324279e-05,4.681455204392029e-05,9.99449862625858,0.0002490467014063,0.0003341855668283,0.0002882900408802,0.9999477806788512,0.0,5.2219321148825065e-05,57450,liquid,EGARCH-X
29,6.394343361821876e-05,6.728735548524524e-05,9.642058860316704,0.0003400615718914,0.0004221942060235,0.0003024707304756,0.9995300261096606,0.0,0.0004699738903394,57450,liquid,EGARCH-X
69,8.690027390118408e-05,0.000111623005352,9.339395533636052,0.0004255392076186,0.0005445793930118,0.0004239078819082,0.9646997389033942,0.0034464751958224,0.0318537859007832,57450,liquid,EGARCH-X
111,0.0001915717522102,0.000203038862261,8.55523428814692,0.0004510714569454,0.0005812866345207,0.0004958903150969,0.96177545691906,0.0060748476936466,0.0321496953872933,57450,liquid,EGARCH-X
41,0.0002292566357359,0.0002431013026663,8.376546293675947,0.0003655520059011,0.0004816575495058,0.0004511176444669,0.9517319408181028,0.0046301131418624,0.0436379460400348,57450,liquid,EGARCH-X
124,0.000194047218116,0.0002065345592952,8.542463912736206,0.000703679062481,0.0008744007725837,0.0005968705633876,0.9398259355961706,0.0030461270670147,0.0571279373368146,57450,liquid,EGARCH-X
46,0.0002097619561591,0.0002276322434429,8.464991970970836,0.000337824708038,0.0004435945166134,0.0004084219910295,0.9327763272410792,0.0063707571801566,0.0608529155787641,57450,liquid,EGARCH-X
47,0.0002298404234141,0.0002485833985244,8.374014707680633,0.0003908684450582,0.0005114253395765,0.0005086534418883,0.9240905134899912,0.0093994778067885,0.0665100087032201,57450,liquid,EGARCH-X
125,0.0001888527113928,0.0002348508783011,8.56945182431787,0.000346250878045,0.0004628892612807,0.0004778449107856,0.9032201914708442,0.0252393385552654,0.0715404699738903,57450,liquid,EGARCH-X
14,0.000153498392183,0.0001939015330899,8.77548135476794,0.0004858330487413,0.0006472319819182,0.000601154764131,0.9003655352480417,0.0213577023498694,0.0782767624020887,57450,liquid,EGARCH-X
119,0.0002234825199792,0.0002621688377444,8.401937173149715,0.0005586690082899,0.0007671340118689,0.0007294053109279,0.8543603133159269,0.0271888598781549,0.1184508268059181,57450,liquid,EGARCH-X
44,0.0002234180617619,0.0002570014890301,8.402224291304108,0.0006174758595664,0.0007941996432739,0.0006236154925768,0.8389033942558747,0.0184334203655352,0.14266318537859,57450,liquid,EGARCH-X
99,0.0001994593653754,0.00024793859498,8.51509943753263,0.0004163118856431,0.0005715959215161,0.0005473186117084,0.8279547432550044,0.0263707571801566,0.145674499564839,57450,liquid,EGARCH-X
123,0.0001772646831927,0.0002344434385024,8.632419376724027,0.0004401518736252,0.0005927781221528,0.0005518024116681,0.8221583986074847,0.0311401218450826,0.1467014795474325,57450,liquid,EGARCH-X
2,0.0001722248489344,0.0002688276154146,8.661093312403395,0.0003827820083397,0.0005597405825353,0.0006882864138512,0.8136988685813751,0.062088772845953,0.1242123585726718,57450,liquid,EGARCH-X
50,0.0002035198221719,0.0002284010709341,8.495050156180437,0.0006025554251697,0.0007230258085455,0.0004763225425363,0.7989208006962576,0.0091906005221932,0.1918885987815491,57450,liquid,EGARCH-X
64,0.0001972558496739,0.0002635706754822,8.526150427574064,0.0004192605497454,0.0005534577580359,0.0005115502039465,0.7684073107049608,0.0457267188859878,0.1858659704090513,57450,liquid,EGARCH-X
39,0.0002124841289424,0.0003042882330635,8.452161527004579,0.0004410237123848,0.0006266153973704,0.0006429572476185,0.7248294109455508,0.0781402311655758,0.1970303578888734,57448,liquid,EGARCH-X
93,0.0001944940060638,0.0002915886743334,8.540176313428672,0.0004124807629669,0.0005599992943646,0.0005412902757937,0.7128061410990618,0.0706887848352451,0.216505074065693,57449,liquid,EGARCH-X
120,0.0002306934576317,0.0002960930229017,8.37032703001835,0.0005154605492197,0.0006613353008035,0.0005723353382301,0.7099564838990426,0.0519060052219321,0.2381375108790252,57450,liquid,EGARCH-X
70,0.0003677626816739,0.0004931927090181,7.905725954628389,0.0004780915120762,0.000663757692674,0.0006987570922322,0.3762012534818941,0.1850104456824512,0.4387883008356546,57440,mixed,HAR-RV / WLS
26,0.0003773976559627,0.0005387937840164,7.879943241489107,0.0005459660754291,0.0007400215973886,0.0007339016928015,0.3648900419633996,0.2146750013059149,0.4204349567306855,57431,mixed,HAR-RV / WLS
19,0.0004060228181534,0.0005928416238142,7.807048249841089,0.0004724911650851,0.0006609179681367,0.0007494816805002,0.3037297702210685,0.2427050851000818,0.4535651446788495,57403,mixed,HAR-RV / WLS
56,0.0003898232404998,0.0004549741480754,7.84764591747204,0.0008708803192887,0.0010601669230849,0.0007003759285717,0.283585726718886,0.1504786771105309,0.5659355961705831,57450,mixed,HAR-RV / WLS
15,0.000435730360168,0.0005932517591037,7.736631213131695,0.0006462330751522,0.0008618228340803,0.0007970172234837,0.273847653530149,0.2728206377941791,0.4533317086756719,57448,mixed,HAR-RV / WLS
76,0.0004162914898811,0.0005295752266382,7.782142768313786,0.0007681209410007,0.0009789315954728,0.0007862245933002,0.271314186248912,0.228041775456919,0.5006440382941688,57450,mixed,HAR-RV / WLS
101,0.0004826132908738,0.0005723828812296,7.634708452792445,0.0007577733393198,0.000957413585925,0.0007541384830959,0.2559621209483689,0.2919959614246423,0.4520419176269888,57446,mixed,HAR-RV / WLS
108,0.0003772469129919,0.0003660731247026,7.880341542058824,0.0005581607723271,0.0007181745887486,0.000634235377059,0.2463185378590078,0.0120974760661444,0.7415839860748477,57450,mixed,HAR-RV / WLS
72,0.0004825774809304,0.0007051369453348,7.634782466390043,0.0005192127329618,0.0007534121719743,0.0008273709888954,0.2443895050228946,0.3452478367602765,0.4103626582168289,57437,mixed,HAR-RV / WLS
122,0.0004532926750656,0.0006388358260615,7.697223098406696,0.000669683177638,0.0008784349886038,0.0007814487572158,0.2339351311826459,0.2828740054666689,0.483190863350685,57439,mixed,HAR-RV / WLS
48,0.0004628357142229,0.0006046210723518,7.676443860784013,0.0005823715003337,0.0007810938446674,0.0007447040481537,0.204442974285764,0.2727589268615401,0.5227980988526959,57439,mixed,HAR-RV / WLS
32,0.0003882958667829,0.0003757375761538,7.8515601405650255,0.0004981308074223,0.000623936175803,0.0005166043872365,0.2041427328111401,0.0018624891209747,0.7939947780678851,57450,mixed,HAR-RV / WLS
