time_id,bucket_idx,pred_RV,actual_RV,QLIKE,MSE,model,stock_id
24742,1,0.0006918447080197,0.0032179487476289,-2.624890293961481,6.381201618929704e-06,"GARCH(1,1)-t",3
8447,0,0.0035345096537726,0.0071887565729939,-3.6113040739798494,1.3353520546638194e-05,"GARCH(1,1)-t",3
8447,1,0.0035345096537726,0.008247347940214,-3.3118024539771445,2.2210844714147702e-05,"GARCH(1,1)-t",3
16679,2,0.0007167809487978,0.0044237832206425,-1.0690036681383033,1.3741865843461349e-05,"GARCH(1,1)-t",3
16679,3,0.0007167809487978,0.0025471327717477,-3.6871681883340623,3.350187795775818e-06,"GARCH(1,1)-t",3
16694,2,0.0019363459815313,0.0053093712079375,-3.5049988039782902,1.13772991779722e-05,"GARCH(1,1)-t",3
8518,1,0.0020831642108707,0.0049400718327164,-3.80244029672062,8.161921159759558e-06,"GARCH(1,1)-t",3
8647,3,0.0013153094878719,0.0040438951821382,-3.559201412787063,7.4451798909546815e-06,"GARCH(1,1)-t",3
579,3,0.0011488201681289,0.003818322789494,-3.4453292078375526,7.126244245475086e-06,"GARCH(1,1)-t",3
8891,0,0.0015500155572561,0.0050353581250119,-3.220904771849265,1.2147612814610384e-05,"GARCH(1,1)-t",3
17305,2,0.0003854558011847,0.0029799399096854,-0.1301330297831358,6.731347789262492e-06,"GARCH(1,1)-t",3
17305,3,0.0003854558011847,0.0017469204948166,-3.328993732045233,1.8535861120061083e-06,"GARCH(1,1)-t",3
25712,3,0.001394745335941,0.003881786174004,-3.7918929389065688,6.185372130192632e-06,"GARCH(1,1)-t",3
17975,1,0.000972852576964,0.0036797248677968,-3.1528705173137275,7.327157598878387e-06,"GARCH(1,1)-t",3
1797,2,0.001687342608276,0.006139085373622,-2.746284548335602,1.98180136488104e-05,"GARCH(1,1)-t",3
1980,1,0.0026269190439284,0.0056740737306405,-3.7819707674277594,9.285151684751092e-06,"GARCH(1,1)-t",3
18748,3,0.0024108774775448,0.0054452104032248,-3.7691634487576993,9.207176303865352e-06,"GARCH(1,1)-t",3
10669,3,0.0031045337005948,0.0064762170524096,-3.6888402938571896,1.1368248624904573e-05,"GARCH(1,1)-t",3
27071,1,0.0001925458673454,0.0009731444529358,-3.5010845494225338,6.093341518256083e-07,"GARCH(1,1)-t",3
10898,2,0.0015689371357411,0.0041096084688959,-3.837998597841675,6.455010823114303e-06,"GARCH(1,1)-t",3
27469,3,0.0060230845628752,0.007938032860383,-3.7942209464933625,3.667026982127704e-06,"GARCH(1,1)-t",3
2956,0,0.0054999096275438,0.0088839923994572,-3.5877257313444337,1.1452016207160844e-05,"GARCH(1,1)-t",3
11327,1,0.0034177463286495,0.0064456853097299,-3.792827827859214,9.168414473146052e-06,"GARCH(1,1)-t",3
3138,0,0.0074494201581242,0.0134037366066739,-3.100319763191549,3.545388436946906e-05,"GARCH(1,1)-t",3
28801,2,0.0034499042641458,0.0066356704751911,-3.74597267697988,1.0149106351437362e-05,"GARCH(1,1)-t",3
20785,3,0.0016999616666982,0.0044403252676711,-3.765134639041199,7.509592665536724e-06,"GARCH(1,1)-t",3
12751,1,0.0010812818671555,0.0033323073568671,-3.747796098587061,5.067115755331319e-06,"GARCH(1,1)-t",3
12751,2,0.0010812818671555,0.0060004745656571,-1.280199730020314,2.419845680499138e-05,"GARCH(1,1)-t",3
21116,1,0.0009174056163368,0.002889567331465,-3.844244654112209,3.889421830617177e-06,"GARCH(1,1)-t",3
4927,0,0.0009574531410833,0.0032283823733015,-3.579390044029436,5.157119577742909e-06,"GARCH(1,1)-t",3
4927,1,0.0009574531410833,0.003595401248109,-3.196061754571613,6.958770215360203e-06,"GARCH(1,1)-t",3
4927,2,0.0009574531410833,0.0030391315109885,-3.77705074844664,4.333384835730955e-06,"GARCH(1,1)-t",3
13241,0,0.003454092820016,0.0065377349076398,-3.775445217235678,9.508848524564568e-06,"GARCH(1,1)-t",3
21854,3,0.0016970262643446,0.0042507927173351,-3.874029890675023,6.521723096419677e-06,"GARCH(1,1)-t",3
13678,1,0.0015520811448695,0.0040094070102626,-3.884912831530319,6.038450408729724e-06,"GARCH(1,1)-t",3
5756,2,0.0018154850819996,0.0044663803848902,-3.851244453880226,7.027245906887308e-06,"GARCH(1,1)-t",3
14126,0,0.005447728360958,0.0073883422079074,-3.856332156978925,3.7659821029714304e-06,"GARCH(1,1)-t",3
14169,0,0.002174993535099,0.0049858834469428,-3.838362567564256,7.90110209650506e-06,"GARCH(1,1)-t",3
6029,3,0.0041898258363814,0.0075920601071818,-3.663073273354061,1.1575198033408186e-05,"GARCH(1,1)-t",3
30657,0,0.0028624315100775,0.0058872291836015,-3.799360675981428,9.149400965756096e-06,"GARCH(1,1)-t",3
22649,2,0.0027796624823371,0.0060119178689677,-3.722602796686511,1.0447474884402516e-05,"GARCH(1,1)-t",3
14494,0,0.0013265644851095,0.0049912451353608,-2.8626279004591093,1.342988426832613e-05,"GARCH(1,1)-t",3
6382,2,0.0020312887044221,0.0051467727226384,-3.665337334922252,9.706240667760882e-06,"GARCH(1,1)-t",3
14582,0,0.0037585874829213,0.0063487949746079,-3.894568200118712,6.709174849989348e-06,"GARCH(1,1)-t",3
14582,3,0.0037585874829213,0.0068052379347432,-3.7731281745215055,9.28207897558654e-06,"GARCH(1,1)-t",3
31119,0,0.0008347056557593,0.0027336456599704,-3.813449808192556,3.605973139593e-06,"GARCH(1,1)-t",3
23049,0,0.00190693045162,0.0045288314759352,-3.8873277284475782,6.874364981304587e-06,"GARCH(1,1)-t",3
23153,2,0.0005575064403401,0.0020753609661969,-3.769458939232405,2.3038823616638764e-06,"GARCH(1,1)-t",3
23153,3,0.0005575064403401,0.0023040224617024,-3.359308528474827,3.050318212875089e-06,"GARCH(1,1)-t",3
15246,0,0.0028252607063507,0.0056539399305629,-3.867944650053513,8.001426153489301e-06,"GARCH(1,1)-t",3
31949,1,0.0009527052670408,0.003232477727582,-3.563258758071843,5.19736247184168e-06,"GARCH(1,1)-t",3
