time_id,pred_RV,actual_RV,rv_d,rv_w,rv_m,model
16374,0.00017625614272868468,0.000217265268217575,0.000180951723514,0.00017828690688156154,0.0001529093619131454,HAR-RV (OLS)
11920,0.00026352305843292196,0.000294643616227975,0.0002995231797003,0.00019373361367617818,0.00015744654902827575,HAR-RV (OLS)
19606,5.713621035225786e-05,0.000152654424895375,5.1572181559803264e-05,9.709355156833332e-05,0.00013328200389396943,HAR-RV (OLS)
8524,0.00012932326481519254,0.00022917561670525,0.0001859115769937,0.00017003933417385133,0.0001622886451091689,HAR-RV (OLS)
5532,0.00013967501567679777,0.00032004352833514993,0.0001503220867518,0.0001513087495976202,0.00026186200854712505,HAR-RV (OLS)
28401,0.00012435021899310963,0.0002751016575733,0.0002124907376466,0.00016905291547075998,0.00024405147886341876,HAR-RV (OLS)
4627,0.0002878811954881708,0.00016943684511325,0.0003797812547872,0.00035059628592332,0.000294831906690848,HAR-RV (OLS)
31719,0.0001200672427489542,0.00011520645375915729,0.0002219654281139,0.00015682921472458055,0.00014939766030958225,HAR-RV (OLS)
7213,0.00023965632995531406,0.0002311956641542,0.0002470426178368,0.00029370879335255997,0.00020454405614516499,HAR-RV (OLS)
28779,0.0003443178914798808,0.000223115216647725,0.0003642455920302,0.0002966614656311,0.0002197304477975397,HAR-RV (OLS)
31214,0.0001119416852488695,0.0002018688160762,7.557163815948652e-05,8.851913982661923e-05,0.00011027429700317056,HAR-RV (OLS)
8196,0.000247887007892051,0.00013297768144686603,0.0003112427824488,0.00016145566684268547,0.00016797769942263145,HAR-RV (OLS)
468,0.00024604829582973025,0.0001577885053889077,0.0001541803834586,0.0001779934188525763,0.00019982946825530327,HAR-RV (OLS)
10985,0.00015737318716468304,0.00010148248262479209,0.0002176138163373,0.00022183615489414,0.0001661152665336692,HAR-RV (OLS)
27627,0.0001470659633110124,9.40562677189732e-05,3.9729362222597394e-05,0.00013244603156047161,0.00015980432099530208,HAR-RV (OLS)
29494,0.0001377468424466972,0.00014095410294484,0.0001306786873255,0.00016309834395292683,0.00014453226172632746,HAR-RV (OLS)
16500,0.0002686527505121648,7.394292798646472e-05,0.0001703861637524,0.00017803346326772,0.00021171396567863592,HAR-RV (OLS)
24766,0.00020701042438994618,0.000250421333016375,0.0002978493054718,0.00021278776301908,0.0001632682364827089,HAR-RV (OLS)
4724,0.00028136870397728623,0.00010214825628090305,0.0001511774023186,0.00020288248140518003,0.00020148165809462468,HAR-RV (OLS)
21169,9.043341386449991e-05,0.00011198174982678215,2.005113951703941e-05,7.984166288427079e-05,8.437385644236347e-05,HAR-RV (OLS)
18567,0.00023607051282286805,0.000244998756665675,0.0002190019669154,0.00015877069660934453,0.00016099186785330891,HAR-RV (OLS)
23034,7.689602215927763e-05,6.734723227601508e-05,4.233443335984298e-05,0.00011978842979873275,0.00013650808202669558,HAR-RV (OLS)
1235,0.00016301044377575754,0.000171419320137475,4.23490199062359e-05,0.00014823777500232632,0.00014394788003970838,HAR-RV (OLS)
31071,0.0002030066303671023,9.381012429642875e-05,0.0003430060245055,0.00015640630366491694,0.00014853477505247735,HAR-RV (OLS)
16811,0.00023718313865811155,0.000301146838365425,0.0001867366719475,0.00019495971846527705,0.00021268473563520397,HAR-RV (OLS)
3046,6.688761029882443e-05,9.195572361155641e-05,9.032432150921365e-05,8.307443918329125e-05,7.565119940212625e-05,HAR-RV (OLS)
24341,0.00026226707912703506,0.0002610403662992,0.0001916578591817,0.0001758153390605,0.00020204639026437653,HAR-RV (OLS)
20453,6.102764166553891e-05,1.4174749068114667e-05,3.1746474873333206e-05,4.045486618906039e-05,6.6165119653937e-05,HAR-RV (OLS)
1249,1.411781194660106e-05,0.00013343697885277465,1.674433057250275e-05,7.59444652342546e-05,0.00014923032398922955,HAR-RV (OLS)
5831,3.7934466723799683e-05,8.957718205858313e-05,3.03637205188659e-05,5.8693520847697276e-05,0.00011157877698781847,HAR-RV (OLS)
19495,9.465115351100469e-05,6.194537545826196e-05,4.549604687923957e-05,0.00011479935076153677,0.00010018564107231487,HAR-RV (OLS)
20935,2.3173146278986743e-05,0.0001718476027078872,0.000160817000278,6.993484951888064e-05,0.00011876979316370031,HAR-RV (OLS)
